,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,meanSeedTime,meanDivsTime,varSeedTime,varDivsTime,medianAge,gender,distance,stroke,points,seedSpeed,divsSpeed,numRelays,numEvents,lifetimeNumRelays,lifetimeNumEvents
1491,498,10.0,,153,17,39,23,129.38,108.64,,False,2017,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.772916988715412,0.9204712812960235,2,2,5,6
1492,499,11.0,,458,17,39,23,116.62,113.52000000000001,,False,2017,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.8574858514834505,0.8809020436927413,2,2,4,4
1493,500,,,459,17,38,23,107.28,,,False,2017,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9321401938851603,,0,1,0,3
1494,501,,,460,17,5,23,120.68,,,False,2017,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.8286377195889957,,2,2,3,4
1495,2210,1.0,1.0,963,17,16,23,62.84,61.13,60.02,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,20,1.5913430935709738,1.6358580075249467,2,2,2,2
1496,2211,2.0,2.0,1133,17,3,23,74.3,74.59,71.53,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,18,1.3458950201884254,1.340662287169862,2,2,2,2
1497,2212,3.0,3.0,1134,17,48,23,80.2,75.39,76.09,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,16,1.2468827930174564,1.326435866825839,2,2,2,2
1498,2213,4.0,5.0,378,16,42,23,77.15,76.34,76.71000000000001,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,12,1.2961762799740764,1.3099292638197537,2,2,6,6
1499,2214,5.0,4.0,1135,16,52,23,78.68,79.31,76.58,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,14,1.2709710218607015,1.2608750472828143,2,2,2,2
1500,2215,6.0,6.0,1136,17,42,23,83.44,80.92,80.83,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,11,1.1984659635666348,1.2357884330202669,2,2,2,2
1501,2216,7.0,7.0,1137,17,52,23,86.69,87.12,87.27,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,10,1.1535355865728458,1.147842056932966,1,2,1,2
1502,2217,8.0,8.0,1138,16,33,23,88.53,91.33,90.59,True,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,9,1.1295606009262398,1.0949304719150335,2,2,2,2
1503,2218,9.0,,1139,17,52,23,97.43,94.3,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.0263779123473262,1.0604453870625663,1,2,1,2
1504,2219,10.0,,1140,17,43,23,101.46000000000001,101.12,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9856100926473487,0.9889240506329113,0,2,0,2
1505,2220,11.0,,1141,17,46,23,106.03,111.17,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.943129303027445,0.8995232526760817,0,2,0,2
1506,2221,12.0,,1053,17,49,23,133.68,121.41,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.7480550568521843,0.8236553825879253,2,2,2,2
1507,2222,13.0,,1142,17,49,23,145.97,141.61,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.6850722751250257,0.7061648188687238,0,2,0,2
1508,2223,,,1143,17,3,23,67.55,,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.4803849000740192,,0,2,0,2
1509,2224,,,1144,17,52,23,85.19,,,False,2016,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.1738466956215519,,1,1,1,1
1510,3111,1.0,1.0,436,17,57,23,62.12,62.73,62.19,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,20,1.6097875080489377,1.5941335883947076,0,2,0,4
1511,3112,2.0,2.0,6,17,5,23,74.19,72.47,70.55,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,18,1.3478905512872354,1.3798813302056023,2,2,5,6
1512,3113,3.0,3.0,1464,17,45,23,77.66,73.4,71.45,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,16,1.2876641771825907,1.3623978201634876,1,2,1,2
1513,3114,4.0,4.0,378,17,42,23,77.22,76.38,74.63,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,14,1.295001295001295,1.3092432573972246,2,2,6,6
1514,3115,5.0,5.0,442,17,52,23,81.19,81.22,80.11,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,12,1.231678778174652,1.2312238364934744,0,2,1,5
1515,3116,6.0,7.0,445,17,16,23,84.97,85.0,84.28,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,10,1.1768859597505001,1.1764705882352942,2,2,4,4
1516,3117,7.0,6.0,516,17,39,23,91.48,87.42,83.43,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,11,1.0931351114997814,1.143902997025852,2,2,3,4
1517,3118,8.0,8.0,443,17,45,23,86.1,87.51,87.67,True,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,9,1.1614401858304297,1.1427265455376527,1,2,2,6
1518,3119,9.0,,133,17,38,23,92.58,92.16,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.0801468999783972,1.0850694444444444,0,2,1,6
1519,3120,10.0,,1400,17,33,23,90.97,92.82,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.0992634934593821,1.0773540185304893,2,2,2,2
1520,3121,11.0,,1465,17,33,23,102.0,94.53,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9803921568627451,1.0578652279699565,2,2,2,2
1521,3122,12.0,,298,17,5,23,99.03999999999999,96.02000000000001,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.0096930533117934,1.0414496979795875,1,2,5,6
1522,3123,13.0,,1466,17,49,23,104.82,96.1,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9540164090822363,1.040582726326743,2,2,2,2
1523,3124,14.0,,1164,17,33,23,99.34,97.59,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.00664384940608,1.0246951531919253,2,2,3,4
1524,3125,15.0,,1467,17,49,23,100.6,100.86,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9940357852882704,0.99147332936744,1,2,1,2
1525,3126,16.0,,1468,17,55,23,107.84,102.57,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9272997032640949,0.9749439407234085,1,2,1,2
1526,3127,17.0,,596,17,5,23,114.03,103.35,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.8769622029290538,0.9675858732462507,1,2,4,6
1527,3128,18.0,,1119,17,16,23,102.78999999999999,104.77000000000001,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9728572818367546,0.9544716999140974,0,2,2,4
1528,3129,19.0,,119,17,5,23,108.81,110.13,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.9190331770976932,0.9080177971488241,1,2,3,4
1529,3130,20.0,,449,17,43,23,113.44,114.09,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.8815232722143865,0.8765010079761592,0,2,0,6
1530,3131,,,514,17,3,23,72.76,,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,1.3743815283122593,,1,2,4,6
1531,3132,,,1469,17,38,23,139.53,,,False,2018,94.33859999999999,90.6409090909091,375.8492326938776,275.65940845665966,17.0,Girls,100,Freestyle,0,0.7166917508779473,,0,2,0,2
1532,502,1.0,1.0,461,15,3,24,64.71,60.89,62.5,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,20,1.5453562046051617,1.6423057973394646,2,2,4,4
1533,503,2.0,2.0,462,15,49,24,66.75,65.18,64.35,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,18,1.4981273408239701,1.5342129487572873,2,2,4,4
1534,504,3.0,3.0,463,15,46,24,70.3,66.11,64.87,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,16,1.4224751066856332,1.5126304643775526,2,2,2,2
1535,505,4.0,4.0,464,15,46,24,71.03,68.61,67.08,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,14,1.4078558355624384,1.4575134819997084,1,2,2,4
1536,506,5.0,6.0,465,15,3,24,84.68,78.52,82.59,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,11,1.1809163911195086,1.273560876209883,2,2,3,4
1537,507,6.0,7.0,466,15,17,24,81.94,80.43,82.68,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,10,1.22040517451794,1.2433171702101204,1,2,3,4
1538,508,7.0,5.0,180,15,17,24,86.22,81.18,79.7,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,12,1.1598237067965669,1.2318305001231828,1,2,1,2
1539,509,8.0,8.0,467,15,18,24,88.12,81.78999999999999,85.26,True,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,9,1.1348161597821151,1.222643354933366,1,2,1,2
1540,510,9.0,,468,15,34,24,77.5,83.43,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2903225806451613,1.1986096128490948,0,2,1,4
1541,511,10.0,,469,15,52,24,80.18,83.64,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.247193813918683,1.1956001912960306,0,2,0,4
1542,512,11.0,,470,15,33,24,86.78,84.78999999999999,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1523392486748099,1.1793843613633683,2,2,4,4
1543,513,12.0,,184,15,3,24,98.5,84.83,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.015228426395939,1.1788282447247436,0,2,0,4
1544,514,13.0,,471,15,17,24,91.0,85.65,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.098901098901099,1.1675423234092235,1,2,1,2
1545,515,14.0,,472,15,34,24,92.03999999999999,88.12,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.086484137331595,1.1348161597821151,0,2,0,2
1546,516,15.0,,473,15,33,24,92.97,88.77,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0756157900397978,1.1265067027148812,1,2,2,4
1547,517,16.0,,474,15,34,24,88.56,89.41,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1291779584462511,1.1184431271669837,0,2,1,4
1548,518,17.0,,183,15,3,24,94.35,90.83,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0598834128245893,1.100957833314984,0,2,0,4
1549,519,18.0,,475,15,52,24,91.81,90.98,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0892059688487092,1.0991426687183996,0,2,0,2
1550,520,19.0,,320,15,46,24,92.41,91.64,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0821339681852613,1.0912265386294195,0,2,1,4
1551,521,20.0,,476,15,3,24,103.28,92.99000000000001,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9682416731216111,1.0753844499408538,0,2,0,2
1552,522,,,402,15,5,24,99.44,,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.005631536604988,,0,2,0,2
1553,523,,,477,15,52,24,105.06,,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9518370454978108,,0,2,0,2
1554,524,,,478,15,46,24,120.44,,,False,2017,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.8302889405513119,,0,2,0,4
1555,1495,1.0,1.0,18,14,3,24,54.44,54.93,53.34,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,20,1.8368846436443793,1.8204988166757692,1,2,5,6
1556,1496,2.0,2.0,22,15,26,24,60.19,60.94,60.76,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,18,1.661405549094534,1.6409583196586808,2,2,4,4
1557,1497,3.0,3.0,842,15,26,24,28.97,64.3,63.45,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,16,3.4518467380048325,1.5552099533437014,2,2,3,4
1558,1498,4.0,,733,14,3,24,70.08,65.76,,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.4269406392694064,1.5206812652068125,0,2,0,2
1559,1499,5.0,5.0,843,15,45,24,70.13,65.87,66.74,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,12,1.4259232853272494,1.5181417944436009,0,2,1,4
1560,1500,6.0,4.0,334,14,3,24,68.56,67.27,66.71,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,14,1.4585764294049008,1.4865467518953472,2,2,4,6
1561,1501,7.0,6.0,481,15,48,24,70.63,67.42,67.3,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,11,1.4158289678606826,1.483239394838327,1,2,2,6
1562,1502,8.0,7.0,500,15,46,24,73.28999999999999,71.61,72.57,True,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,10,1.364442625187611,1.396453009356235,2,2,4,4
1563,1503,9.0,8.0,501,15,3,24,75.25,73.66,73.8,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,9,1.3289036544850499,1.357588922074396,2,2,3,4
1564,1504,10.0,,502,15,43,24,76.63,76.0,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.3049719431032234,1.3157894736842106,0,2,1,4
1565,1505,11.0,,485,14,5,24,79.28999999999999,78.35,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2611930886618743,1.2763241863433312,2,2,6,6
1566,1506,12.0,,844,15,45,24,89.78,78.51,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1138338159946535,1.2737230925996688,0,2,0,4
1567,1507,13.0,,741,15,5,24,81.72,80.13,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2236906510034264,1.2479720454261825,2,2,2,2
1568,1508,14.0,,727,15,48,24,82.65,81.44,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2099213551119177,1.2278978388998036,1,2,3,4
1569,1509,15.0,,524,15,39,24,89.0,81.69,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1235955056179776,1.2241400416207615,2,2,3,4
1570,1510,16.0,,845,14,34,24,82.0,82.95,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2195121951219512,1.2055455093429777,2,2,2,2
1571,1511,17.0,,846,15,42,24,94.18,84.1,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0617965597791463,1.1890606420927468,1,2,1,2
1572,1512,18.0,,487,15,33,24,109.19,84.55,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9158347834050737,1.1827321111768185,2,2,6,6
1573,1513,19.0,,503,15,48,24,80.73,84.8,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.2386968908708038,1.179245283018868,1,2,1,4
1574,1514,20.0,,634,15,42,24,86.16,86.45,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1606313834726092,1.156737998843262,1,2,5,6
1575,1515,21.0,,221,14,5,24,,86.74,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,,1.1528706479133042,2,2,6,6
1576,1516,22.0,,847,14,5,24,90.5,86.91,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1049723756906078,1.1506155793349442,2,2,2,2
1577,1517,23.0,,548,14,33,24,89.44,87.53999999999999,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.118067978533095,1.1423349326022392,2,2,6,6
1578,1518,24.0,,489,15,52,24,89.13,90.36,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1219566924716706,1.1066843736166445,1,2,2,6
1579,1519,25.0,,260,15,42,24,99.67,93.02000000000001,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0033109260559847,1.075037626316921,1,2,3,4
1580,1520,26.0,,505,15,43,24,100.33,98.67,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9967108541812021,1.0134792743488394,0,1,0,4
1581,1521,,,491,14,33,24,105.47,,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9481369109699441,,2,2,4,4
1582,1522,,,848,14,5,24,109.4,,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9140767824497257,,0,2,0,2
1583,1523,,,802,15,52,24,,,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,,,0,2,0,2
1584,1524,,,732,14,33,24,68.97,,,False,2016,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.449905756125852,,2,2,2,2
1585,3133,1.0,1.0,1470,15,3,24,57.4,57.44,57.16,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,20,1.7421602787456447,1.7409470752089138,2,2,2,2
1586,3134,2.0,2.0,1315,15,42,24,68.0,67.27,65.83,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,18,1.4705882352941178,1.4865467518953472,2,2,2,2
1587,3135,3.0,3.0,1471,15,34,24,72.06,70.44,72.98,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,16,1.3877324451845683,1.4196479273140261,0,2,0,2
1588,3136,4.0,5.0,1472,15,3,24,82.69,79.3,76.88,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,12,1.2093360744951023,1.2610340479192939,2,2,2,2
1589,3137,5.0,4.0,1473,15,5,24,80.48,79.49,76.76,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,14,1.242544731610338,1.2580198767140522,2,2,2,2
1590,3138,6.0,6.0,1474,15,3,24,95.57,83.77,77.58,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,11,1.0463534581981795,1.193744777366599,0,2,0,2
1591,3139,7.0,7.0,1475,15,33,24,89.72,85.59,88.28,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,10,1.1145786892554614,1.168360789811894,2,2,2,2
1592,3140,8.0,8.0,1476,15,33,24,98.57,86.28,90.21000000000001,True,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,9,1.0145074566298062,1.1590171534538711,2,2,2,2
1593,3141,9.0,,1477,15,52,24,85.1,87.12,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.175088131609871,1.147842056932966,0,2,0,2
1594,3142,10.0,,1322,15,17,24,86.44,87.35,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1568718186024989,1.1448196908986836,2,2,2,2
1595,3143,11.0,,1478,15,45,24,89.95,96.71000000000001,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.1117287381878822,1.0340192327577291,1,2,1,2
1596,3144,12.0,,1479,15,45,24,104.75,99.7,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.954653937947494,1.0030090270812437,0,2,0,2
1597,3145,13.0,,1480,15,49,24,95.22,102.78999999999999,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,1.0501995379122033,0.9728572818367546,1,2,1,2
1598,3146,14.0,,1481,15,33,24,110.19,106.2,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.9075233687267448,0.9416195856873822,2,2,2,2
1599,3147,15.0,,1482,15,39,24,112.28999999999999,107.97,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.8905512512245081,0.9261831990367695,2,2,2,2
1600,3148,16.0,,1483,15,39,24,113.55,108.83,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.8806693086745927,0.9188642837452908,2,2,2,2
1601,3149,17.0,,1330,15,49,24,110.34,109.91,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.906289650172195,0.909835319807115,1,2,1,2
1602,3150,,,1229,15,33,24,111.15,,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.8996851102114259,,2,2,2,2
1603,3151,,,1484,15,3,24,,,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,,,0,2,0,2
1604,3152,,,1485,15,10,24,117.56,,,False,2018,86.92685714285712,82.34793650793651,273.66351751552793,157.44586502816185,15.0,Boys,100,Freestyle,0,0.8506294658046955,,2,2,2,2
1605,525,1.0,1.0,18,16,3,25,53.0,53.07,52.37,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,20,1.8867924528301887,1.884303749764462,2,2,5,6
1606,526,2.0,2.0,479,16,5,25,62.16,60.02,59.91,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,18,1.608751608751609,1.6661112962345883,1,2,5,6
1607,527,3.0,3.0,480,16,27,25,71.98,65.93,65.35,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,16,1.3892747985551541,1.5167602002123464,0,2,1,6
1608,528,4.0,4.0,481,16,48,25,72.9,68.32,68.03999999999999,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,14,1.371742112482853,1.4637002341920375,0,2,2,6
1609,529,5.0,5.0,482,16,33,25,75.81,68.49,68.46000000000001,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,12,1.3190871916633689,1.4600671630895021,2,2,6,6
1610,530,6.0,8.0,483,16,3,25,74.69,72.22,73.49,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,9,1.3388673182487616,1.3846579894765993,2,2,4,3
1611,531,7.0,6.0,484,16,52,25,77.32,72.76,69.4,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,11,1.2933264355923437,1.3743815283122593,2,2,2,2
1612,532,8.0,7.0,485,16,5,25,81.0,74.33,71.85,True,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,10,1.2345679012345678,1.3453518094981838,2,2,6,6
1613,533,9.0,,411,16,5,25,83.94,75.01,,False,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,0,1.1913271384322135,1.3331555792560992,2,2,2,2
1614,534,10.0,,486,16,38,25,80.0,75.67,,False,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,0,1.25,1.3215276860050218,0,2,0,2
1615,535,11.0,,487,16,33,25,82.81,78.08,,False,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,0,1.2075836251660428,1.2807377049180328,2,2,6,6
1616,536,12.0,,488,16,3,25,102.16,79.77,,False,2017,87.35671428571432,81.51696969696968,364.51510933747414,263.0281722144522,16.0,Boys,100,Freestyle,0,0.9788566953797965,1.253604111821487,0,2,0,2
